Date,Source,Site ID,POC,Daily Max 1-hour SO2 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
03/28/2019,AQS,60010011,1,0.6,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
03/29/2019,AQS,60010011,1,1.2,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
03/30/2019,AQS,60010011,1,1,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
03/31/2019,AQS,60010011,1,3.9,ppb,4,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/01/2019,AQS,60010011,1,3.3,ppb,4,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/02/2019,AQS,60010011,1,0.9,ppb,0,Oakland West,21,88.0000,42401,Alameda,37.814781,-122.282347
04/03/2019,AQS,60010011,1,9,ppb,13,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/04/2019,AQS,60010011,1,3.1,ppb,4,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/05/2019,AQS,60010011,1,0.2,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/06/2019,AQS,60010011,1,0.2,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/07/2019,AQS,60010011,1,0.2,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/08/2019,AQS,60010011,1,2.5,ppb,3,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/09/2019,AQS,60010011,1,0.5,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/10/2019,AQS,60010011,1,0.6,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/11/2019,AQS,60010011,1,0.3,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/12/2019,AQS,60010011,1,0.7,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/13/2019,AQS,60010011,1,2.1,ppb,3,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/14/2019,AQS,60010011,1,0.3,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/15/2019,AQS,60010011,1,0.2,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/16/2019,AQS,60010011,1,3.4,ppb,4,Oakland West,20,83.0000,42401,Alameda,37.814781,-122.282347
04/17/2019,AQS,60010011,1,10.9,ppb,14,Oakland West,20,83.0000,42401,Alameda,37.814781,-122.282347
04/18/2019,AQS,60010011,1,4,ppb,6,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/19/2019,AQS,60010011,1,1.2,ppb,1,Oakland West,21,88.0000,42401,Alameda,37.814781,-122.282347
04/20/2019,AQS,60010011,1,0.6,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/21/2019,AQS,60010011,1,0.2,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/22/2019,AQS,60010011,1,1.9,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/23/2019,AQS,60010011,1,1,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/24/2019,AQS,60010011,1,1.4,ppb,1,Oakland West,21,88.0000,42401,Alameda,37.814781,-122.282347
04/25/2019,AQS,60010011,1,0.3,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/26/2019,AQS,60010011,1,0.4,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/27/2019,AQS,60010011,1,0.4,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/28/2019,AQS,60010011,1,0.3,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
04/29/2019,AQS,60010011,1,0.6,ppb,0,Oakland West,20,83.0000,42401,Alameda,37.814781,-122.282347
04/30/2019,AQS,60010011,1,0.2,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/01/2019,AQS,60010011,1,2.4,ppb,3,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/03/2019,AQS,60010011,1,0.8,ppb,0,Oakland West,21,88.0000,42401,Alameda,37.814781,-122.282347
05/04/2019,AQS,60010011,1,0.4,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/05/2019,AQS,60010011,1,0.1,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/06/2019,AQS,60010011,1,0.2,ppb,0,Oakland West,19,79.0000,42401,Alameda,37.814781,-122.282347
05/07/2019,AQS,60010011,1,0.3,ppb,0,Oakland West,19,79.0000,42401,Alameda,37.814781,-122.282347
05/08/2019,AQS,60010011,1,1.3,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/09/2019,AQS,60010011,1,0,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/10/2019,AQS,60010011,1,0.1,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/11/2019,AQS,60010011,1,0.1,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/12/2019,AQS,60010011,1,0.1,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/13/2019,AQS,60010011,1,0.1,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/14/2019,AQS,60010011,1,0.3,ppb,0,Oakland West,19,79.0000,42401,Alameda,37.814781,-122.282347
05/15/2019,AQS,60010011,1,0,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/16/2019,AQS,60010011,1,1.7,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/17/2019,AQS,60010011,1,0.5,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/18/2019,AQS,60010011,1,0.4,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/19/2019,AQS,60010011,1,0.1,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/20/2019,AQS,60010011,1,1,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/21/2019,AQS,60010011,1,0.1,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/22/2019,AQS,60010011,1,0.9,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/23/2019,AQS,60010011,1,0.1,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/24/2019,AQS,60010011,1,0.7,ppb,0,Oakland West,19,79.0000,42401,Alameda,37.814781,-122.282347
05/25/2019,AQS,60010011,1,0.4,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/26/2019,AQS,60010011,1,0.4,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/27/2019,AQS,60010011,1,0.3,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/28/2019,AQS,60010011,1,0.4,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/29/2019,AQS,60010011,1,3.5,ppb,4,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/30/2019,AQS,60010011,1,2.3,ppb,3,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
05/31/2019,AQS,60010011,1,1.6,ppb,1,Oakland West,20,83.0000,42401,Alameda,37.814781,-122.282347
06/01/2019,AQS,60010011,1,0.5,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/02/2019,AQS,60010011,1,0.3,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/03/2019,AQS,60010011,1,0.6,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/04/2019,AQS,60010011,1,1.6,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/05/2019,AQS,60010011,1,1.9,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/06/2019,AQS,60010011,1,0.4,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/07/2019,AQS,60010011,1,1.1,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/08/2019,AQS,60010011,1,1,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/09/2019,AQS,60010011,1,2.1,ppb,3,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/10/2019,AQS,60010011,1,2.7,ppb,3,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/11/2019,AQS,60010011,1,2.4,ppb,3,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/12/2019,AQS,60010011,1,1.2,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/13/2019,AQS,60010011,1,0.3,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/14/2019,AQS,60010011,1,0.8,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/15/2019,AQS,60010011,1,0.4,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/16/2019,AQS,60010011,1,0.3,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/17/2019,AQS,60010011,1,0.7,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/18/2019,AQS,60010011,1,0.7,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/19/2019,AQS,60010011,1,0.5,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/20/2019,AQS,60010011,1,0.5,ppb,0,Oakland West,20,83.0000,42401,Alameda,37.814781,-122.282347
06/21/2019,AQS,60010011,1,1.2,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/22/2019,AQS,60010011,1,1.2,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/23/2019,AQS,60010011,1,0.7,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/24/2019,AQS,60010011,1,0.5,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/25/2019,AQS,60010011,1,0.6,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/26/2019,AQS,60010011,1,0.7,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/27/2019,AQS,60010011,1,3.7,ppb,4,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/28/2019,AQS,60010011,1,5.2,ppb,7,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/29/2019,AQS,60010011,1,0.7,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
06/30/2019,AQS,60010011,1,0.4,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/01/2019,AQS,60010011,1,0.5,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/02/2019,AQS,60010011,1,0.8,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/03/2019,AQS,60010011,1,3.5,ppb,4,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/04/2019,AQS,60010011,1,0.6,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/05/2019,AQS,60010011,1,0.7,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/06/2019,AQS,60010011,1,0.6,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/07/2019,AQS,60010011,1,0.6,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/08/2019,AQS,60010011,1,0.5,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/09/2019,AQS,60010011,1,0.6,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/10/2019,AQS,60010011,1,2.1,ppb,3,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/11/2019,AQS,60010011,1,3.6,ppb,4,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/12/2019,AQS,60010011,1,4.3,ppb,6,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/13/2019,AQS,60010011,1,1.3,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/14/2019,AQS,60010011,1,1.7,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/15/2019,AQS,60010011,1,4.7,ppb,6,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/16/2019,AQS,60010011,1,2.9,ppb,3,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/17/2019,AQS,60010011,1,7.7,ppb,10,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/18/2019,AQS,60010011,1,0.5,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/19/2019,AQS,60010011,1,0.8,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/20/2019,AQS,60010011,1,0.6,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/21/2019,AQS,60010011,1,0.6,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/22/2019,AQS,60010011,1,0.8,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/23/2019,AQS,60010011,1,1,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/24/2019,AQS,60010011,1,6.1,ppb,9,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/25/2019,AQS,60010011,1,1.6,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/26/2019,AQS,60010011,1,1.7,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/27/2019,AQS,60010011,1,2.8,ppb,3,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/28/2019,AQS,60010011,1,1,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/29/2019,AQS,60010011,1,1.6,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/30/2019,AQS,60010011,1,1,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
07/31/2019,AQS,60010011,1,1,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/01/2019,AQS,60010011,1,0.6,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/02/2019,AQS,60010011,1,0.7,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/03/2019,AQS,60010011,1,0.6,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/04/2019,AQS,60010011,1,0.8,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/05/2019,AQS,60010011,1,0.7,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/06/2019,AQS,60010011,1,1.9,ppb,1,Oakland West,21,88.0000,42401,Alameda,37.814781,-122.282347
08/07/2019,AQS,60010011,1,3.5,ppb,4,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/08/2019,AQS,60010011,1,1.1,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/09/2019,AQS,60010011,1,1.1,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/10/2019,AQS,60010011,1,0,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/11/2019,AQS,60010011,1,0,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/12/2019,AQS,60010011,1,0.5,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/13/2019,AQS,60010011,1,1.9,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/14/2019,AQS,60010011,1,1.4,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/15/2019,AQS,60010011,1,1.6,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/16/2019,AQS,60010011,1,1,ppb,1,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/17/2019,AQS,60010011,1,0,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/18/2019,AQS,60010011,1,0.2,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/19/2019,AQS,60010011,1,-0.1,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/20/2019,AQS,60010011,1,0,ppb,0,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/21/2019,AQS,60010011,1,4,ppb,6,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
08/22/2019,AQS,60010011,1,4.6,ppb,6,Oakland West,22,92.0000,42401,Alameda,37.814781,-122.282347
